id,title,abstract,segmented_sents
2212.01378,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,"  Pretraining has been shown to scale well with compute, data size and data
diversity. Multitask learning trains on a mixture of supervised datasets and
produces improved performance compared to self-supervised pretraining. Until
now, massively multitask learning required simultaneous access to all datasets
in the mixture and heavy compute resources that are only available to
well-resourced teams.
  In this paper, we propose ColD Fusion, a method that provides the benefits of
multitask learning but leverages distributed computation and requires limited
communication and no sharing of data. Consequentially, ColD Fusion can create a
synergistic loop, where finetuned models can be recycled to continually improve
the pretrained model they are based on. We show that ColD Fusion yields
comparable benefits to multitask pretraining by producing a model that (a)
attains strong performance on all of the datasets it was multitask trained on
and (b) is a better starting point for finetuning on unseen datasets. We find
ColD Fusion outperforms RoBERTa and even previous multitask models.
Specifically, when training and testing on 35 diverse datasets, ColD
Fusion-based model outperforms RoBERTa by 2.45 points in average without any
changes to the architecture.
","<1>  </1>
 <2> Pretraining has been shown to scale well with compute, data size and data diversity. </2>
 <3> Multitask learning trains on a mixture of supervised datasets and produces improved performance compared to self-supervised pretraining. </3>
 <4> Until now, massively multitask learning required simultaneous access to all datasets in the mixture and heavy compute resources that are only available to well-resourced teams. </4>
 <5> In this paper, we propose ColD Fusion, a method that provides the benefits of multitask learning but leverages distributed computation and requires limited communication and no sharing of data. </5>
 <6> Consequentially, ColD Fusion can create a synergistic loop, where finetuned models can be recycled to continually improve the pretrained model they are based on. </6>
 <7> We show that ColD Fusion yields comparable benefits to multitask pretraining by producing a model that (a) attains strong performance on all of the datasets it was multitask trained on and (b) is a better starting point for finetuning on unseen datasets. </7>
 <8> We find ColD Fusion outperforms RoBERTa and even previous multitask models. </8>
 <9>  </9>
 <10> Specifically, when training and testing on 35 diverse datasets, ColD Fusion-based model outperforms RoBERTa by 2.45 points in average without any changes to the architecture. </10>
 <11>  </11>
"
2212.09939,AnyTOD: A Programmable Task-Oriented Dialog System,"  We propose AnyTOD, an end-to-end, zero-shot task-oriented dialog (TOD) system
capable of handling unseen tasks without task-specific training. We view TOD as
a program executed by a language model (LM), where program logic and ontology
is provided by a designer as a schema. To enable generalization to unseen
schemas and programs without prior training, AnyTOD adopts a neuro-symbolic
approach. A neural LM keeps track of events occurring during a conversation and
a symbolic program implementing the dialog policy is executed to recommend next
actions AnyTOD should take. This approach drastically reduces data annotation
and model training requirements, addressing the enduring challenge of rapidly
adapting a TOD system to unseen tasks and domains. We demonstrate
state-of-the-art results on STAR, ABCD and SGD benchmarks. We also demonstrate
strong zero-shot transfer ability in low-resource settings, such as zero-shot
on MultiWOZ. In addition, we release STARv2, an updated version of the STAR
dataset with richer annotations, for benchmarking zero-shot end-to-end TOD
models.
","<1>  </1>
 <2> We propose AnyTOD, an end-to-end, zero-shot task-oriented dialog (TOD) system capable of handling unseen tasks without task-specific training. </2>
 <3> We view TOD as a program executed by a language model (LM), where program logic and ontology is provided by a designer as a schema. </3>
 <4> To enable generalization to unseen schemas and programs without prior training, AnyTOD adopts a neuro-symbolic approach. </4>
 <5> A neural LM keeps track of events occurring during a conversation and a symbolic program implementing the dialog policy is executed to recommend next actions AnyTOD should take. </5>
 <6> This approach drastically reduces data annotation and model training requirements, addressing the enduring challenge of rapidly adapting a TOD system to unseen tasks and domains. </6>
 <7> We demonstrate state-of-the-art results on STAR, ABCD and SGD benchmarks. </7>
 <8> We also demonstrate strong zero-shot transfer ability in low-resource settings, such as zero-shot on MultiWOZ. </8>
 <9> In addition, we release STARv2, an updated version of the STAR dataset with richer annotations, for benchmarking zero-shot end-to-end TOD models. </9>
"
1412.1866,Integer-Programming Ensemble of Temporal-Relations Classifiers,"  The extraction and understanding of temporal events and their relations are
major challenges in natural language processing. Processing text on a
sentence-by-sentence or expression-by-expression basis often fails, in part due
to the challenge of capturing the global consistency of the text. We present an
ensemble method, which reconciles the outputs of multiple classifiers of
temporal expressions across the text using integer programming. Computational
experiments show that the ensemble improves upon the best individual results
from two recent challenges, SemEval-2013 TempEval-3 (Temporal Annotation) and
SemEval-2016 Task 12 (Clinical TempEval).
","<1>  </1>
 <2> The extraction and understanding of temporal events and their relations are major challenges in natural language processing. </2>
 <3> Processing text on a sentence-by-sentence or expression-by-expression basis often fails, in part due to the challenge of capturing the global consistency of the text. </3>
 <4> We present an ensemble method, which reconciles the outputs of multiple classifiers of temporal expressions across the text using integer programming. </4>
 <5> Computational experiments show that the ensemble improves upon the best individual results from two recent challenges, SemEval-2013 TempEval-3 (Temporal Annotation) and SemEval-2016 Task 12 (Clinical TempEval). </5>
"
1712.07108,Improved Regularization Techniques for End-to-End Speech Recognition,"  Regularization is important for end-to-end speech models, since the models
are highly flexible and easy to overfit. Data augmentation and dropout has been
important for improving end-to-end models in other domains. However, they are
relatively under explored for end-to-end speech models. Therefore, we
investigate the effectiveness of both methods for end-to-end trainable, deep
speech recognition models. We augment audio data through random perturbations
of tempo, pitch, volume, temporal alignment, and adding random noise.We further
investigate the effect of dropout when applied to the inputs of all layers of
the network. We show that the combination of data augmentation and dropout give
a relative performance improvement on both Wall Street Journal (WSJ) and
LibriSpeech dataset of over 20%. Our model performance is also competitive with
other end-to-end speech models on both datasets.
","<1>  </1>
 <2> Regularization is important for end-to-end speech models, since the models are highly flexible and easy to overfit. </2>
 <3> Data augmentation and dropout has been important for improving end-to-end models in other domains. </3>
 <4> However, they are relatively under explored for end-to-end speech models. </4>
 <5> Therefore, we investigate the effectiveness of both methods for end-to-end trainable, deep speech recognition models. </5>
 <6> We augment audio data through random perturbations of tempo, pitch, volume, temporal alignment, and adding random noise. </6>
 <7> We further investigate the effect of dropout when applied to the inputs of all layers of the network. </7>
 <8> We show that the combination of data augmentation and dropout give a relative performance improvement on both Wall Street Journal (WSJ) and LibriSpeech dataset of over 20%. </8>
 <9> Our model performance is also competitive with other end-to-end speech models on both datasets. </9>
"
2212.10403,Towards Reasoning in Large Language Models: A Survey,"  Reasoning is a fundamental aspect of human intelligence that plays a crucial
role in activities such as problem solving, decision making, and critical
thinking. In recent years, large language models (LLMs) have made significant
progress in natural language processing, and there is observation that these
models may exhibit reasoning abilities when they are sufficiently large.
However, it is not yet clear to what extent LLMs are capable of reasoning. This
paper provides a comprehensive overview of the current state of knowledge on
reasoning in LLMs, including techniques for improving and eliciting reasoning
in these models, methods and benchmarks for evaluating reasoning abilities,
findings and implications of previous research in this field, and suggestions
on future directions. Our aim is to provide a detailed and up-to-date review of
this topic and stimulate meaningful discussion and future work.
","<1>  </1>
 <2> Reasoning is a fundamental aspect of human intelligence that plays a crucial role in activities such as problem solving, decision making, and critical thinking. </2>
 <3> In recent years, large language models (LLMs) have made significant progress in natural language processing, and there is observation that these models may exhibit reasoning abilities when they are sufficiently large. </3>
 <4> However, it is not yet clear to what extent LLMs are capable of reasoning. </4>
 <5> This paper provides a comprehensive overview of the current state of knowledge on reasoning in LLMs, including techniques for improving and eliciting reasoning in these models, methods and benchmarks for evaluating reasoning abilities, findings and implications of previous research in this field, and suggestions on future directions. </5>
 <6> Our aim is to provide a detailed and up-to-date review of this topic and stimulate meaningful discussion and future work. </6>
"
2012.02594,"To Schedule or not to Schedule: Extracting Task Specific Temporal
  Entities and Associated Negation Constraints","  State of the art research for date-time entity extraction from text is task
agnostic. Consequently, while the methods proposed in literature perform well
for generic date-time extraction from texts, they don't fare as well on task
specific date-time entity extraction where only a subset of the date-time
entities present in the text are pertinent to solving the task. Furthermore,
some tasks require identifying negation constraints associated with the
date-time entities to correctly reason over time. We showcase a novel model for
extracting task-specific date-time entities along with their negation
constraints. We show the efficacy of our method on the task of date-time
understanding in the context of scheduling meetings for an email-based digital
AI scheduling assistant. Our method achieves an absolute gain of 19\% f-score
points compared to baseline methods in detecting the date-time entities
relevant to scheduling meetings and a 4\% improvement over baseline methods for
detecting negation constraints over date-time entities.
","<1> State of the art research for date-time entity extraction from text is task agnostic. </1>
 <2> Consequently, while the methods proposed in literature perform well for generic date-time extraction from texts, they don't fare as well on task specific date-time entity extraction where only a subset of the date-time entities present in the text are pertinent to solving the task. </2>
 <3> Furthermore, some tasks require identifying negation constraints associated with the date-time entities to correctly reason over time. </3>
 <4> We showcase a novel model for extracting task-specific date-time entities along with their negation constraints. </4>
 <5> We show the efficacy of our method on the task of date-time understanding in the context of scheduling meetings for an email-based digital AI scheduling assistant. </5>
 <6> Our method achieves an absolute gain of 19\% f-score points compared to baseline methods in detecting the date-time entities relevant to scheduling meetings and a 4\% improvement over baseline methods for detecting negation constraints over date-time entities. </6>
"
2112.00405,NER-BERT: A Pre-trained Model for Low-Resource Entity Tagging,"  Named entity recognition (NER) models generally perform poorly when large
training datasets are unavailable for low-resource domains. Recently,
pre-training a large-scale language model has become a promising direction for
coping with the data scarcity issue. However, the underlying discrepancies
between the language modeling and NER task could limit the models' performance,
and pre-training for the NER task has rarely been studied since the collected
NER datasets are generally small or large but with low quality. In this paper,
we construct a massive NER corpus with a relatively high quality, and we
pre-train a NER-BERT model based on the created dataset. Experimental results
show that our pre-trained model can significantly outperform BERT as well as
other strong baselines in low-resource scenarios across nine diverse domains.
Moreover, a visualization of entity representations further indicates the
effectiveness of NER-BERT for categorizing a variety of entities.
","<1> Named entity recognition (NER) models generally perform poorly when large training datasets are unavailable for low-resource domains. </1>
 <2> Recently, pre-training a large-scale language model has become a promising direction for coping with the data scarcity issue. </2>
 <3> However, the underlying discrepancies between the language modeling and NER task could limit the models' performance, and pre-training for the NER task has rarely been studied since the collected NER datasets are generally small or large but with low quality. </3>
 <4> In this paper, we construct a massive NER corpus with a relatively high quality, and we pre-train a NER-BERT model based on the created dataset. </4>
 <5> Experimental results show that our pre-trained model can significantly outperform BERT as well as other strong baselines in low-resource scenarios across nine diverse domains. </5>
 <6> Moreover, a visualization of entity representations further indicates the effectiveness of NER-BERT for categorizing a variety of entities. </6>
"
2012.15699,"Better Robustness by More Coverage: Adversarial Training with Mixup
  Augmentation for Robust Fine-tuning","  Pretrained language models (PLMs) perform poorly under adversarial attacks.
To improve the adversarial robustness, adversarial data augmentation (ADA) has
been widely adopted to cover more search space of adversarial attacks by adding
textual adversarial examples during training. However, the number of
adversarial examples for text augmentation is still extremely insufficient due
to the exponentially large attack search space. In this work, we propose a
simple and effective method to cover a much larger proportion of the attack
search space, called Adversarial and Mixup Data Augmentation (AMDA).
Specifically, AMDA linearly interpolates the representations of pairs of
training samples to form new virtual samples, which are more abundant and
diverse than the discrete text adversarial examples in conventional ADA.
Moreover, to fairly evaluate the robustness of different models, we adopt a
challenging evaluation setup, which generates a new set of adversarial examples
targeting each model. In text classification experiments of BERT and RoBERTa,
AMDA achieves significant robustness gains under two strong adversarial attacks
and alleviates the performance degradation of ADA on the clean data. Our code
is available at: https://github.com/thunlp/MixADA .
","<1> Pretrained language models (PLMs) perform poorly under adversarial attacks. </1>
 <2>  </2>
 <3> To improve the adversarial robustness, adversarial data augmentation (ADA) has been widely adopted to cover more search space of adversarial attacks by adding textual adversarial examples during training. </3>
 <4> However, the number of adversarial examples for text augmentation is still extremely insufficient due to the exponentially large attack search space. </4>
 <5> In this work, we propose a simple and effective method to cover a much larger proportion of the attack search space, called Adversarial and Mixup Data Augmentation (AMDA). </5>
 <6>  </6>
 <7> Specifically, AMDA linearly interpolates the representations of pairs of training samples to form new virtual samples, which are more abundant and diverse than the discrete text adversarial examples in conventional ADA. </7>
 <8>  </8>
 <9> Moreover, to fairly evaluate the robustness of different models, we adopt a challenging evaluation setup, which generates a new set of adversarial examples targeting each model. </9>
 <10> In text classification experiments of BERT and RoBERTa, AMDA achieves significant robustness gains under two strong adversarial attacks and alleviates the performance degradation of ADA on the clean data. </10>
 <11> Our code is available at: https://github.com/thunlp/MixADA . </11>
 <12>  </12>
"
2012.08773,Building domain specific lexicon based on TikTok comment dataset,"  In the sentiment analysis task, predicting the sentiment tendency of a
sentence is an important branch. Previous research focused more on sentiment
analysis in English, for example, analyzing the sentiment tendency of sentences
based on Valence, Arousal, Dominance of sentences. the emotional tendency is
different between the two languages. For example, the sentence order between
Chinese and English may present different emotions. This paper tried a method
that builds a domain-specific lexicon. In this way, the model can classify
Chinese words with emotional tendency. In this approach, based on the [13], an
ultra-dense space embedding table is trained through word embedding of Chinese
TikTok review and emotional lexicon sources(seed words). The result of the
model is a domain-specific lexicon, which presents the emotional tendency of
words. I collected Chinese TikTok comments as training data. By comparing The
training results with the PCA method to evaluate the performance of the model
in Chinese sentiment classification, the results show that the model has done
well in Chinese. The source code has released on
github:https://github.com/h2222/douyin_comment_dataset
","<1>  </1>
 <2> In the sentiment analysis task, predicting the sentiment tendency of a sentence is an important branch. </2>
 <3> Previous research focused more on sentiment analysis in English, for example, analyzing the sentiment tendency of sentences based on Valence, Arousal, Dominance of sentences. </3>
 <4> the emotional tendency is different between the two languages. </4>
 <5> For example, the sentence order between Chinese and English may present different emotions. </5>
 <6> This paper tried a method that builds a domain-specific lexicon. </6>
 <7> In this way, the model can classify </7>
 <8> Chinese words with emotional tendency. </8>
 <9> In this approach, based on the [13], an ultra-dense space embedding table is trained through word embedding of Chinese TikTok review and emotional lexicon sources(seed words). </9>
 <10> The result of the model is a domain-specific lexicon, which presents the emotional tendency of words. </10>
 <11> I collected Chinese TikTok comments as training data. </11>
 <12> By comparing The training results with the PCA method to evaluate the performance of the model in Chinese sentiment classification, the results show that the model has done well in Chinese. </12>
 <13> The source code has released on github:https://github.com/h2222/douyin_comment_dataset </13>
"
1912.01774,Acquiring Knowledge from Pre-trained Model to Neural Machine Translation,"  Pre-training and fine-tuning have achieved great success in the natural
language process field. The standard paradigm of exploiting them includes two
steps: first, pre-training a model, e.g. BERT, with a large scale unlabeled
monolingual data. Then, fine-tuning the pre-trained model with labeled data
from downstream tasks. However, in neural machine translation (NMT), we address
the problem that the training objective of the bilingual task is far different
from the monolingual pre-trained model. This gap leads that only using
fine-tuning in NMT can not fully utilize prior language knowledge. In this
paper, we propose an APT framework for acquiring knowledge from the pre-trained
model to NMT. The proposed approach includes two modules: 1). a dynamic fusion
mechanism to fuse task-specific features adapted from general knowledge into
NMT network, 2). a knowledge distillation paradigm to learn language knowledge
continuously during the NMT training process. The proposed approach could
integrate suitable knowledge from pre-trained models to improve the NMT.
Experimental results on WMT English to German, German to English and Chinese to
English machine translation tasks show that our model outperforms strong
baselines and the fine-tuning counterparts.
","<1> Pre-training and fine-tuning have achieved great success in the natural language process field. </1>
 <2> The standard paradigm of exploiting them includes two steps: first, pre-training a model, e.g. BERT, with a large scale unlabeled monolingual data. </2>
 <3> Then, fine-tuning the pre-trained model with labeled data from downstream tasks. </3>
 <4> However, in neural machine translation (NMT), we address the problem that the training objective of the bilingual task is far different from the monolingual pre-trained model. </4>
 <5> This gap leads that only using fine-tuning in NMT can not fully utilize prior language knowledge. </5>
 <6> In this paper, we propose an APT framework for acquiring knowledge from the pre-trained model to NMT. </6>
 <7> The proposed approach includes two modules: 1). </7>
 <8> a dynamic fusion mechanism to fuse task-specific features adapted from general knowledge into NMT network, 2). </8>
 <9> a knowledge distillation paradigm to learn language knowledge continuously during the NMT training process. </9>
 <10> The proposed approach could integrate suitable knowledge from pre-trained models to improve the NMT. </10>
 <11>  </11>
 <12> Experimental results on WMT English to German, German to English and Chinese to English machine translation tasks show that our model outperforms strong baselines and the fine-tuning counterparts. </12>
"
1812.00436,Learning Representations of Social Media Users,"  User representations are routinely used in recommendation systems by platform
developers, targeted advertisements by marketers, and by public policy
researchers to gauge public opinion across demographic groups. Computer
scientists consider the problem of inferring user representations more
abstractly; how does one extract a stable user representation - effective for
many downstream tasks - from a medium as noisy and complicated as social media?
  The quality of a user representation is ultimately task-dependent (e.g. does
it improve classifier performance, make more accurate recommendations in a
recommendation system) but there are proxies that are less sensitive to the
specific task. Is the representation predictive of latent properties such as a
person's demographic features, socioeconomic class, or mental health state? Is
it predictive of the user's future behavior?
  In this thesis, we begin by showing how user representations can be learned
from multiple types of user behavior on social media. We apply several
extensions of generalized canonical correlation analysis to learn these
representations and evaluate them at three tasks: predicting future hashtag
mentions, friending behavior, and demographic features. We then show how user
features can be employed as distant supervision to improve topic model fit.
Finally, we show how user features can be integrated into and improve existing
classifiers in the multitask learning framework. We treat user representations
- ground truth gender and mental health features - as auxiliary tasks to
improve mental health state prediction. We also use distributed user
representations learned in the first chapter to improve tweet-level stance
classifiers, showing that distant user information can inform classification
tasks at the granularity of a single message.
","<1> User representations are routinely used in recommendation systems by platform developers, targeted advertisements by marketers, and by public policy researchers to gauge public opinion across demographic groups. </1>
 <2> Computer scientists consider the problem of inferring user representations more abstractly; how does one extract a stable user representation - effective for many downstream tasks - from a medium as noisy and complicated as social media? </2>
 <3>  </3>
 <4> The quality of a user representation is ultimately task-dependent (e.g. does it improve classifier performance, make more accurate recommendations in a recommendation system) but there are proxies that are less sensitive to the specific task. </4>
 <5> Is the representation predictive of latent properties such as a person's demographic features, socioeconomic class, or mental health state? </5>
 <6> Is it predictive of the user's future behavior? </6>
 <7> In this thesis, we begin by showing how user representations can be learned from multiple types of user behavior on social media. </7>
 <8> We apply several extensions of generalized canonical correlation analysis to learn these representations and evaluate them at three tasks: predicting future hashtag mentions, friending behavior, and demographic features. </8>
 <9> We then show how user features can be employed as distant supervision to improve topic model fit. </9>
 <10>  </10>
 <11> Finally, we show how user features can be integrated into and improve existing classifiers in the multitask learning framework. </11>
 <12> We treat user representations - ground truth gender and mental health features - as auxiliary tasks to improve mental health state prediction. </12>
 <13> We also use distributed user representations learned in the first chapter to improve tweet-level stance classifiers, showing that distant user information can inform classification tasks at the granularity of a single message. </13>
"
2012.15671,Vocabulary Learning via Optimal Transport for Neural Machine Translation,"  The choice of token vocabulary affects the performance of machine
translation. This paper aims to figure out what is a good vocabulary and
whether one can find the optimal vocabulary without trial training. To answer
these questions, we first provide an alternative understanding of the role of
vocabulary from the perspective of information theory. Motivated by this, we
formulate the quest of vocabularization -- finding the best token dictionary
with a proper size -- as an optimal transport (OT) problem. We propose VOLT, a
simple and efficient solution without trial training. Empirical results show
that VOLT outperforms widely-used vocabularies in diverse scenarios, including
WMT-14 English-German and TED's 52 translation directions. For example, VOLT
achieves almost 70% vocabulary size reduction and 0.5 BLEU gain on
English-German translation. Also, compared to BPE-search, VOLT reduces the
search time from 384 GPU hours to 30 GPU hours on English-German translation.
Codes are available at https://github.com/Jingjing-NLP/VOLT .
","<1> The choice of token vocabulary affects the performance of machine translation. </1>
 <2> This paper aims to figure out what is a good vocabulary and whether one can find the optimal vocabulary without trial training. </2>
 <3> To answer these questions, we first provide an alternative understanding of the role of vocabulary from the perspective of information theory. </3>
 <4> Motivated by this, we formulate the quest of vocabularization -- finding the best token dictionary with a proper size -- as an optimal transport (OT) problem. </4>
 <5> We propose VOLT, a simple and efficient solution without trial training. </5>
 <6> Empirical results show that VOLT outperforms widely-used vocabularies in diverse scenarios, including WMT-14 English-German and TED's 52 translation directions. </6>
 <7> For example, VOLT achieves almost 70% vocabulary size reduction and 0.5 BLEU gain on English-German translation. </7>
 <8> Also, compared to BPE-search, VOLT reduces the search time from 384 GPU hours to 30 GPU hours on English-German translation. </8>
 <9>  </9>
 <10> Codes are available at https://github.com/Jingjing-NLP/VOLT . </10>
 <11>  </11>
"
2112.01822,Translating Politeness Across Cultures: Case of Hindi and English,"  In this paper, we present a corpus based study of politeness across two
languages-English and Hindi. It studies the politeness in a translated parallel
corpus of Hindi and English and sees how politeness in a Hindi text is
translated into English. We provide a detailed theoretical background in which
the comparison is carried out, followed by a brief description of the
translated data within this theoretical model. Since politeness may become one
of the major reasons of conflict and misunderstanding, it is a very important
phenomenon to be studied and understood cross-culturally, particularly for such
purposes as machine translation.
","<1>  </1>
 <2> In this paper, we present a corpus based study of politeness across two languages-English and Hindi. </2>
 <3> It studies the politeness in a translated parallel corpus of Hindi and English and sees how politeness in a Hindi text is translated into English. </3>
 <4> We provide a detailed theoretical background in which the comparison is carried out, followed by a brief description of the translated data within this theoretical model. </4>
 <5> Since politeness may become one of the major reasons of conflict and misunderstanding, it is a very important phenomenon to be studied and understood cross-culturally, particularly for such purposes as machine translation. </5>
"
2212.01083,Cross-Modal Mutual Learning for Cued Speech Recognition,"  Automatic Cued Speech Recognition (ACSR) provides an intelligent
human-machine interface for visual communications, where the Cued Speech (CS)
system utilizes lip movements and hand gestures to code spoken language for
hearing-impaired people. Previous ACSR approaches often utilize direct feature
concatenation as the main fusion paradigm. However, the asynchronous modalities
i.e., lip, hand shape and hand position) in CS may cause interference for
feature concatenation. To address this challenge, we propose a transformer
based cross-modal mutual learning framework to prompt multi-modal interaction.
Compared with the vanilla self-attention, our model forces modality-specific
information of different modalities to pass through a modality-invariant
codebook, collating linguistic representations for tokens of each modality.
Then the shared linguistic knowledge is used to re-synchronize multi-modal
sequences. Moreover, we establish a novel large-scale multi-speaker CS dataset
for Mandarin Chinese. To our knowledge, this is the first work on ACSR for
Mandarin Chinese. Extensive experiments are conducted for different languages
i.e., Chinese, French, and British English). Results demonstrate that our model
exhibits superior recognition performance to the state-of-the-art by a large
margin.
","<1> Automatic Cued Speech Recognition (ACSR) provides an intelligent human-machine interface for visual communications, where the Cued Speech (CS) system utilizes lip movements and hand gestures to code spoken language for hearing-impaired people. </1>
 <2> Previous ACSR approaches often utilize direct feature concatenation as the main fusion paradigm. </2>
 <3> However, the asynchronous modalities i.e., lip, hand shape and hand position) in CS may cause interference for feature concatenation. </3>
 <4> To address this challenge, we propose a transformer based cross-modal mutual learning framework to prompt multi-modal interaction. </4>
 <5>  </5>
 <6> Compared with the vanilla self-attention, our model forces modality-specific information of different modalities to pass through a modality-invariant codebook, collating linguistic representations for tokens of each modality. </6>
 <7>  </7>
 <8> Then the shared linguistic knowledge is used to re-synchronize multi-modal sequences. </8>
 <9> Moreover, we establish a novel large-scale multi-speaker CS dataset for Mandarin Chinese. </9>
 <10> To our knowledge, this is the first work on ACSR for Mandarin Chinese. </10>
 <11> Extensive experiments are conducted for different languages i.e., Chinese, French, and British English). </11>
 <12> Results demonstrate that our model exhibits superior recognition performance to the state-of-the-art by a large margin. </12>
"
2112.07610,"Improving Compositional Generalization with Latent Structure and Data
  Augmentation","  Generic unstructured neural networks have been shown to struggle on
out-of-distribution compositional generalization. Compositional data
augmentation via example recombination has transferred some prior knowledge
about compositionality to such black-box neural models for several semantic
parsing tasks, but this often required task-specific engineering or provided
limited gains.
  We present a more powerful data recombination method using a model called
Compositional Structure Learner (CSL). CSL is a generative model with a
quasi-synchronous context-free grammar backbone, which we induce from the
training data. We sample recombined examples from CSL and add them to the
fine-tuning data of a pre-trained sequence-to-sequence model (T5). This
procedure effectively transfers most of CSL's compositional bias to T5 for
diagnostic tasks, and results in a model even stronger than a T5-CSL ensemble
on two real world compositional generalization tasks. This results in new
state-of-the-art performance for these challenging semantic parsing tasks
requiring generalization to both natural language variation and novel
compositions of elements.
","<1> Generic unstructured neural networks have been shown to struggle on out-of-distribution compositional generalization. </1>
 <2> Compositional data augmentation via example recombination has transferred some prior knowledge about compositionality to such black-box neural models for several semantic parsing tasks, but this often required task-specific engineering or provided limited gains. </2>
 <3> We present a more powerful data recombination method using a model called Compositional Structure Learner (CSL). </3>
 <4> CSL is a generative model with a quasi-synchronous context-free grammar backbone, which we induce from the training data. </4>
 <5> We sample recombined examples from CSL and add them to the fine-tuning data of a pre-trained sequence-to-sequence model (T5). </5>
 <6> This procedure effectively transfers most of CSL's compositional bias to T5 for diagnostic tasks, and results in a model even stronger than a T5-CSL ensemble on two real world compositional generalization tasks. </6>
 <7> This results in new state-of-the-art performance for these challenging semantic parsing tasks requiring generalization to both natural language variation and novel compositions of elements. </7>
"
1912.10435,BERTQA -- Attention on Steroids,"  In this work, we extend the Bidirectional Encoder Representations from
Transformers (BERT) with an emphasis on directed coattention to obtain an
improved F1 performance on the SQUAD2.0 dataset. The Transformer architecture
on which BERT is based places hierarchical global attention on the
concatenation of the context and query. Our additions to the BERT architecture
augment this attention with a more focused context to query (C2Q) and query to
context (Q2C) attention via a set of modified Transformer encoder units. In
addition, we explore adding convolution-based feature extraction within the
coattention architecture to add localized information to self-attention. We
found that coattention significantly improves the no answer F1 by 4 points in
the base and 1 point in the large architecture. After adding skip connections
the no answer F1 improved further without causing an additional loss in has
answer F1. The addition of localized feature extraction added to attention
produced an overall dev F1 of 77.03 in the base architecture. We applied our
findings to the large BERT model which contains twice as many layers and
further used our own augmented version of the SQUAD 2.0 dataset created by back
translation, which we have named SQUAD 2.Q. Finally, we performed
hyperparameter tuning and ensembled our best models for a final F1/EM of
82.317/79.442 (Attention on Steroids, PCE Test Leaderboard).
","<1>  </1>
 <2> In this work, we extend the Bidirectional Encoder Representations from Transformers (BERT) with an emphasis on directed coattention to obtain an improved F1 performance on the SQUAD2.0 dataset. </2>
 <3> The Transformer architecture on which BERT is based places hierarchical global attention on the concatenation of the context and query. </3>
 <4> Our additions to the BERT architecture augment this attention with a more focused context to query (C2Q) and query to context (Q2C) attention via a set of modified Transformer encoder units. </4>
 <5> In addition, we explore adding convolution-based feature extraction within the coattention architecture to add localized information to self-attention. </5>
 <6> We found that coattention significantly improves the no answer F1 by 4 points in the base and 1 point in the large architecture. </6>
 <7> After adding skip connections the no answer F1 improved further without causing an additional loss in has answer F1. </7>
 <8> The addition of localized feature extraction added to attention produced an overall dev F1 of 77.03 in the base architecture. </8>
 <9> We applied our findings to the large BERT model which contains twice as many layers and further used our own augmented version of the SQUAD 2.0 dataset created by back translation, which we have named SQUAD 2.Q. </9>
 <10> Finally, we performed hyperparameter tuning and ensembled our best models for a final F1/EM of 82.317/79.442 </10>
 <11> (Attention on Steroids, PCE Test Leaderboard). </11>
"
2112.02970,"Fast and Accurate End-to-End Span-based Semantic Role Labeling as
  Word-based Graph Parsing","  This paper proposes to cast end-to-end span-based SRL as a word-based graph
parsing task. The major challenge is how to represent spans at the word level.
Borrowing ideas from research on Chinese word segmentation and named entity
recognition, we propose and compare four different schemata of graph
representation, i.e., BES, BE, BIES, and BII, among which we find that the BES
schema performs the best. We further gain interesting insights through detailed
analysis. Moreover, we propose a simple constrained Viterbi procedure to ensure
the legality of the output graph according to the constraints of the SRL
structure. We conduct experiments on two widely used benchmark datasets, i.e.,
CoNLL05 and CoNLL12. Results show that our word-based graph parsing approach
achieves consistently better performance than previous results, under all
settings of end-to-end and predicate-given, without and with pre-trained
language models (PLMs). More importantly, our model can parse 669/252 sentences
per second, without and with PLMs respectively.
","<1> This paper proposes to cast end-to-end span-based SRL as a word-based graph parsing task. </1>
 <2> The major challenge is how to represent spans at the word level. </2>
 <3>  </3>
 <4> Borrowing ideas from research on Chinese word segmentation and named entity recognition, we propose and compare four different schemata of graph representation, i.e., BES, BE, BIES, and BII, among which we find that the BES schema performs the best. </4>
 <5> We further gain interesting insights through detailed analysis. </5>
 <6> Moreover, we propose a simple constrained Viterbi procedure to ensure the legality of the output graph according to the constraints of the SRL structure. </6>
 <7> We conduct experiments on two widely used benchmark datasets, i.e., CoNLL05 and CoNLL12. </7>
 <8> Results show that our word-based graph parsing approach achieves consistently better performance than previous results, under all settings of end-to-end and predicate-given, without and with pre-trained language models (PLMs). </8>
 <9> More importantly, our model can parse 669/252 sentences per second, without and with PLMs respectively. </9>
"
